account_id,customer_id,account_open_date,account_type,branch_id
ACC002359,1cb9c3bd-4794-4d2a-9a65-9d1057c44cd3,2022-09-07,CREDIT_CARD,BRN017
ACC002360,59567e7f-58fb-4320-990b-642fba77f066,2022-01-05,CHECKING,BRN048
ACC002361,64631d7a-14d0-41e7-89f7-6fde034465c8,2022-06-09,SAVINGS,BRN030
ACC002362,37b6ae76-876e-4759-825f-2fcd235e813c,2022-06-28,CREDIT_CARD,BRN015
ACC002363,b87a8a19-48c0-4e8d-a162-e4fe23dbd2be,2021-10-12,CREDIT_CARD,BRN014
ACC002364,13c26ed5-aba4-41b7-8332-17659db5f75f,2023-07-26,CREDIT_CARD,BRN013
ACC002365,e4a46a7f-2960-45c1-8ec4-175e3b78dd2a,2021-09-22,SAVINGS,BRN022
ACC002366,e674e3ba-8f18-4b35-96af-9cdb3bcdb2ea,2024-05-01,CHECKING,BRN010
ACC002367,295a217f-df9f-419c-875d-0a8eb82abf2b,2024-02-24,SAVINGS,BRN028
ACC002368,d5aaa7b7-4697-4df8-990f-d7facfe12091,2023-07-01,SAVINGS,BRN024
ACC002369,4bdd0684-9e56-4461-928d-671634ee4a50,2022-08-06,SAVINGS,BRN043
ACC002370,0565b1bc-e0ae-4a80-a5f9-839aabc11662,2021-01-31,CREDIT_CARD,BRN008
ACC002371,2a44e3a4-1270-4788-a55d-554ec3e601c1,2024-05-26,CHECKING,BRN021
ACC002372,f3e82ce4-5fc5-4c8d-ad33-69a496abb265,2024-01-23,CREDIT_CARD,BRN021
ACC002373,800e99b4-f83a-4f68-a73d-1aaa5e831d9f,2020-12-29,SAVINGS,BRN029
ACC002374,38329b5c-55f2-4368-aa71-513723dc920f,2022-05-03,CHECKING,BRN007
ACC002375,f887dc47-9f3f-42ff-a01c-393e3c2d7684,2021-12-30,SAVINGS,BRN005
ACC002376,5b42cec1-1b63-47da-b755-5a0289ea7030,2020-12-01,CHECKING,BRN016
ACC002377,1efca571-fbb2-47f0-9606-73afc425737e,2022-05-01,CHECKING,BRN044
ACC002378,0e0412b3-bac8-455e-b875-51ff3176609c,2023-02-08,SAVINGS,BRN023
ACC002379,dc62d3d9-0bc1-4d16-99bc-fb8277ba9154,2023-09-01,CREDIT_CARD,BRN039
ACC002380,cf70b5cc-7d81-4498-8370-ca25f7273aa4,2023-08-13,SAVINGS,BRN026
ACC002381,7bfe39a0-c856-4916-8382-33a4d71203ec,2020-10-28,SAVINGS,BRN022
ACC002382,22a00ac6-df82-4e99-9db9-98f7f15fadf1,2022-04-03,CREDIT_CARD,BRN003
ACC002383,39553047-a5a4-4cfc-9933-e6066e6f6f1c,2021-03-12,CREDIT_CARD,BRN026
ACC002384,4932fd3a-a96b-4b7e-aeb0-a9dcb671e4a7,2020-11-09,CREDIT_CARD,BRN023
ACC002385,d841fa9c-798d-4ba3-926e-5c41fdecc4a3,2022-02-17,CHECKING,BRN034
ACC002386,b56ef9f1-c5df-4ad6-ac23-d2f7218f12ba,2021-07-16,SAVINGS,BRN003
ACC002387,2fe3f5d5-b117-4877-8c98-be1d8dc54cf4,2021-11-06,SAVINGS,BRN033
ACC002388,5da05feb-e67c-490e-8a52-79de5f241e69,2023-04-15,CHECKING,BRN048
ACC002389,e1a18f91-daec-4d90-b2e2-cd2ac2afdf95,2023-08-06,SAVINGS,BRN024
ACC002390,85f9df96-173f-4d34-90ac-7b5481ad50fa,2023-08-12,CREDIT_CARD,BRN045
ACC002391,c068fbe9-55ad-48b0-9cab-9bbfbb0ed2c6,2020-07-18,SAVINGS,BRN041
ACC002392,48854938-3bd9-4dfd-b31b-6bd0f3a7d0ee,2021-11-18,CREDIT_CARD,BRN003
ACC002393,375b3294-f410-4ab0-b2be-ca5cb0fff387,2023-12-03,SAVINGS,BRN040
ACC002394,f910fd50-e573-4a58-a626-28e89729e7d1,2023-12-28,CREDIT_CARD,BRN001
ACC002395,b1349b10-46ba-4f50-95a3-d4c5ec9f7007,2023-11-07,CREDIT_CARD,BRN003
ACC002396,c62e31c9-4ec3-48a4-a03d-bbccf54f707b,2022-08-14,SAVINGS,BRN028
ACC002397,d018bfe9-0263-4d03-bfdb-b8d900780f07,2024-05-03,CREDIT_CARD,BRN014
ACC002398,931de5cd-dc9c-4d60-89b8-3e49c738ea4d,2020-08-10,CREDIT_CARD,BRN007
ACC002399,2e1652b9-e9a1-43bc-96cf-6719743710e6,2021-03-23,SAVINGS,BRN022
ACC002400,c727ddb6-03da-489e-a169-01d3ceaedb99,2021-10-04,CREDIT_CARD,BRN038
ACC002401,0e1a258c-e19e-421b-a954-215ef29921e0,2021-03-05,CHECKING,BRN015
ACC002402,8c66310a-f890-4443-925e-07f9f7e86e83,2021-07-05,CREDIT_CARD,BRN015
ACC002403,2ed0663c-e12f-4798-be22-73c76942b454,2021-06-04,CREDIT_CARD,BRN012
ACC002404,c20c1227-b796-4ec5-9a94-cc6da09a093c,2024-02-17,SAVINGS,BRN021
ACC002405,eb8ef363-e74d-49dd-80f7-f5fa6d47e996,2022-02-21,CREDIT_CARD,BRN030
ACC002406,2bb4def8-420d-4a05-911c-20e81adbe4c6,2020-08-14,CREDIT_CARD,BRN049
ACC002407,3dd5dcea-a687-41f5-9052-3fe3c8d8b9cb,2021-10-22,SAVINGS,BRN022
ACC002408,cf360cdf-0d77-4ba5-8ec8-23fbfbb56e57,2022-07-31,SAVINGS,BRN044
ACC002409,0c147b10-8952-4661-9b5d-5d549ff6d2af,2023-01-04,SAVINGS,BRN006
ACC002410,f578f3ba-5e9a-4e39-9fa2-1727a59ef9b4,2022-10-14,CREDIT_CARD,BRN035
ACC002411,296b9787-a20d-442e-8fed-6ed1ca517f2f,2022-12-25,CHECKING,BRN018
ACC002412,4e0fe5c8-759c-416f-abd8-e425b6c02cd5,2024-04-12,CREDIT_CARD,BRN017
ACC002413,8360165b-54b0-42fa-a29e-e822fba68de8,2022-11-14,SAVINGS,BRN012
ACC002414,41679d37-afb8-4c41-a370-23c2d2f6cd3b,2021-09-16,CREDIT_CARD,BRN015
ACC002415,d1ee8e7b-7d38-47c3-8e9d-2b8b2a5326de,2023-09-19,CREDIT_CARD,BRN017
ACC002416,e846137a-0d41-4048-a873-2af042c7949f,2021-08-31,CHECKING,BRN010
ACC002417,8a698572-0023-4e3b-970a-c2d7dea59d61,2023-10-13,SAVINGS,BRN045
ACC002418,9d1e9a8f-fd1f-4aab-a657-69021c77a794,2020-09-16,CHECKING,BRN031
ACC002419,39eb7c2d-a2b4-4975-9daa-60735dd8f64e,2022-09-23,CHECKING,BRN005
ACC002420,5ab14be8-7a5c-49d1-87a6-8f7a01c6c092,2022-02-08,CREDIT_CARD,BRN045
ACC002421,7bc0938a-d903-4cf5-8ea6-85310af10171,2024-05-17,CREDIT_CARD,BRN026
ACC002422,77935734-19aa-43e9-9cd6-37c4f30bb702,2024-01-18,CHECKING,BRN020
ACC002423,a324b717-57d6-4453-9cb3-ec24753aa206,2023-08-14,CHECKING,BRN044
ACC002424,3211d9a5-6bee-453d-b4ad-0254775a89ec,2022-04-24,CREDIT_CARD,BRN011
ACC002425,dc2c01c9-b6f6-4e80-9abe-743659695014,2023-08-16,CREDIT_CARD,BRN009
ACC002426,05d242cf-9f43-48e8-a8e7-6492f6b9741c,2023-12-19,CREDIT_CARD,BRN004
ACC002427,15529c8d-3df7-4a3c-b35b-651cb74ad3e6,2021-09-05,CREDIT_CARD,BRN011
ACC002428,b68bc0f6-620b-4fb7-92f2-5e9840c9e929,2024-03-07,CREDIT_CARD,BRN039
ACC002429,527e51fc-9654-4886-8b45-b08dc8447b1e,2024-03-22,SAVINGS,BRN023
ACC002430,b43ef62c-e6ad-4890-97fd-e52226dee384,2023-06-10,CHECKING,BRN012
ACC002431,d38aec40-ec37-4a45-abd6-9a07c2593219,2022-04-20,CREDIT_CARD,BRN040
ACC002432,c4e7a946-95e5-412f-b410-5f5c19ea2408,2023-03-26,CHECKING,BRN036
ACC002433,9e82f9fa-69a8-4c5a-95d0-391a27f1323f,2022-02-05,SAVINGS,BRN028
ACC002434,2a997f1b-8501-426c-a013-7c73eb66ee4e,2021-04-20,CHECKING,BRN043
ACC002435,f7603633-4e31-4a34-a9a8-fe347a3f463e,2022-11-09,CHECKING,BRN002
ACC002436,fda6ce7f-6b1a-4494-82aa-497ed0c1368e,2022-01-02,CHECKING,BRN019
ACC002437,f7603633-4e31-4a34-a9a8-fe347a3f463e,2023-08-31,SAVINGS,BRN021
ACC002438,0bd0e1f8-2a97-44ee-8d63-9abd40c31b44,2023-05-19,SAVINGS,BRN011
ACC002439,f0ae4321-fe2a-4b4c-ad2c-71ce5dc581f6,2023-01-03,CHECKING,BRN007
ACC002440,4003658d-65c5-4149-b5bd-3f30d172a554,2021-06-08,SAVINGS,BRN004
ACC002441,19b26513-5719-4cb2-80de-313cd2b53bb1,2022-11-24,CREDIT_CARD,BRN035
ACC002442,806198d2-5a54-48d3-9f1e-1eadae4a6793,2024-01-23,CHECKING,BRN007
ACC002443,7773501d-e310-4ad0-bf4a-491b06bdfb85,2024-02-22,CHECKING,BRN040
ACC002444,9492c852-4099-4846-9a65-426e9228b857,2023-08-16,SAVINGS,BRN011
ACC002445,4fcffe7c-0d13-49ab-9648-8661a10d2698,2024-06-06,SAVINGS,BRN037
ACC002446,c98a5b5f-1807-473d-9237-b4aba9127aaa,2023-05-14,SAVINGS,BRN012
ACC002447,dc62d3d9-0bc1-4d16-99bc-fb8277ba9154,2021-04-14,CREDIT_CARD,BRN020
ACC002448,3ad36dd6-399f-434e-8cf0-129e6630fa3f,2021-09-28,SAVINGS,BRN007
ACC002449,800a310b-6924-4bde-b3cd-74eb1a2d2438,2020-11-05,CHECKING,BRN010
ACC002450,a6f4143d-2561-40cf-814c-3730cae6f527,2021-01-11,CREDIT_CARD,BRN002
ACC002451,e0e96fed-4167-4caf-b967-40d537934d4a,2020-10-28,CHECKING,BRN012
ACC002452,0f5be145-3722-4568-b315-db9e9557eec2,2024-05-04,CHECKING,BRN032
ACC002453,aa042004-df77-4189-b31f-e64396b2b93a,2022-02-24,CHECKING,BRN046
ACC002454,fe75b521-156e-4d76-8fd6-1842d20b9602,2023-05-31,CHECKING,BRN010
ACC002455,cc6d85d2-dcd9-481e-9e5c-de1c54877b0f,2022-01-08,SAVINGS,BRN025
ACC002456,afdc6be9-e08c-43cc-b110-1fb575fe0c6a,2021-12-26,CREDIT_CARD,BRN041
ACC002457,b358dafb-457a-4d17-8535-bdd93397a498,2020-12-29,CREDIT_CARD,BRN027
ACC002458,d841fa9c-798d-4ba3-926e-5c41fdecc4a3,2021-03-01,CREDIT_CARD,BRN041
ACC002459,107882e2-4ddb-4afa-90cc-42c2e6776c75,2024-01-29,CREDIT_CARD,BRN001
ACC002460,c6fa7582-4259-43aa-a53d-3e8c1a9aed3d,2021-12-21,CREDIT_CARD,BRN015
ACC002461,b80fa900-3556-4d88-8826-c2803170d84f,2021-06-30,CREDIT_CARD,BRN012
ACC002462,83fa60a9-be26-4c08-b750-08cedfda58f1,2022-01-07,SAVINGS,BRN026
ACC002463,a3d14bd7-3d6a-48c0-b6c4-7628ada11678,2021-05-17,SAVINGS,BRN019
ACC002464,7731225a-139e-4339-bbc9-6b2ec31f4c7d,2023-05-18,CHECKING,BRN017
ACC002465,90b5fa27-c9c5-4a05-ad52-4fc091f75b27,2021-12-11,SAVINGS,BRN034
ACC002466,8d34a755-43eb-44bc-a391-0cbdc2542d47,2022-12-22,CHECKING,BRN009
ACC002467,79a406b4-513f-4a95-9a7f-887f3570ff3f,2023-10-23,CREDIT_CARD,BRN022
ACC002468,5df86324-1550-40c3-aae3-02b161c7122a,2021-08-22,CREDIT_CARD,BRN047
ACC002469,4bad1335-1017-4740-844d-6de8cd246f9c,2023-05-05,SAVINGS,BRN018
ACC002470,7067eeee-a035-41dc-b91e-3fd919763fe6,2024-02-10,CREDIT_CARD,BRN017
ACC002471,898a0849-bdf5-45c8-a4aa-178c20cfcfb5,2023-06-30,CREDIT_CARD,BRN007
ACC002472,f7398018-abba-44cd-acc9-dd844ad91d5d,2021-05-25,SAVINGS,BRN034
ACC002473,733ef5b4-8bf7-43f5-9aac-820422e2887d,2022-07-29,CREDIT_CARD,BRN017
ACC002474,55313767-2b37-4cd3-9c3c-9aaaa545d32d,2021-10-17,CHECKING,BRN042
ACC002475,d9efc905-b6dd-43f1-b6c2-da51164f42f4,2023-03-17,SAVINGS,BRN020
ACC002476,b6e3fb29-6159-434c-9b96-12e9731bfdb1,2023-01-03,SAVINGS,BRN005
ACC002477,b6805208-d522-4949-a390-88df98da0efd,2024-05-27,CREDIT_CARD,BRN034
ACC002478,c15cd750-d5d0-496c-afcc-1a14d182dcd6,2021-06-12,CREDIT_CARD,BRN034
ACC002479,234ecfbf-a0fe-435d-bb4b-a4a8f1aba160,2021-07-21,CREDIT_CARD,BRN025
ACC002480,2096206b-80d0-44c1-9c08-cec930f2fb89,2022-05-10,CREDIT_CARD,BRN004
ACC002481,51617888-5632-4bea-9aa5-223c9f8c2a51,2020-09-25,SAVINGS,BRN037
ACC002482,6651ea41-d2d3-4f22-94ec-926acfadb55e,2021-12-27,SAVINGS,BRN045
ACC002483,16f5bc6b-4f5c-4930-9f19-10c5262c445d,2023-03-15,CREDIT_CARD,BRN005
ACC002484,30c8b9d1-7901-474a-ae4a-e680ce1e475d,2022-11-18,SAVINGS,BRN046
ACC002485,1d1bb8e4-3337-4a32-909f-3deb5b5fd0d7,2021-09-12,CREDIT_CARD,BRN024
ACC002486,ea691444-5912-4ab9-9a1a-321442b87356,2021-02-16,CREDIT_CARD,BRN022
ACC002487,0f4ed1cf-4533-4b6e-a43d-7e6a3d3731ba,2022-07-21,CHECKING,BRN014
ACC002488,949b6734-a844-4cb2-b8f6-d9ab2f5840bf,2022-11-25,SAVINGS,BRN032
ACC002489,3d5d51a8-d2ad-4c71-b464-f6c37db98ea4,2022-02-19,CREDIT_CARD,BRN006
ACC002490,cccfdb02-802d-4fae-b521-bd2f720fe90a,2023-10-17,CHECKING,BRN020
ACC002491,02bbd5a8-c18b-41cb-a4ab-1ff9f49908df,2021-06-09,SAVINGS,BRN024
ACC002492,e9981d49-f55c-46ff-9587-b84f65f2afb7,2023-09-01,CHECKING,BRN015
ACC002493,2bcb2f9b-90d4-426f-b068-9d89bae8b66a,2021-08-01,SAVINGS,BRN018
ACC002494,0784a94a-a605-414e-8c70-f1906595b2c5,2023-08-27,CREDIT_CARD,BRN034
ACC002495,416886e6-c09b-48e9-9dc3-80fde124db13,2021-01-29,SAVINGS,BRN024
ACC002496,e2025391-bf8e-40d4-9f16-019cc1878713,2023-03-23,CREDIT_CARD,BRN027
ACC002497,86a47b83-8eee-4368-9678-e36fab327843,2022-12-07,CHECKING,BRN047
ACC002498,7fc8e53d-a46e-4615-8fe9-edc5687cdc85,2023-09-16,CHECKING,BRN046
ACC002499,20ebf7e4-bd53-48a2-9052-a1e08f65d8ff,2022-02-16,CREDIT_CARD,BRN040
ACC002500,470ec5a7-4eb0-4d2f-a332-d87522f86d31,2023-03-15,SAVINGS,BRN003
ACC002501,7500ed5b-9a51-4719-90b1-d3442d9c3b05,2024-03-16,CREDIT_CARD,BRN048
ACC002502,30a163c6-8f98-4be2-93a8-0ecd7ee088e0,2022-06-17,SAVINGS,BRN019
ACC002503,f0a6b928-9f4b-4327-9d38-f88eb56a326e,2021-02-24,SAVINGS,BRN020
ACC002504,52cfee93-39c8-42b3-9875-8a10f475cad3,2021-01-18,CHECKING,BRN033
ACC002505,55813b47-9514-4799-8ad8-8458c7e6dcb5,2021-08-28,SAVINGS,BRN024
ACC002506,5344e22f-73a6-4a86-aa17-c3f7340fa227,2020-07-22,SAVINGS,BRN039
ACC002507,f5b9576c-1b78-431d-a51a-d80563030cf2,2021-07-01,CHECKING,BRN002
ACC002508,faca7d5d-a1e9-41d9-88b1-7b5fa5c7bb0c,2022-04-02,CHECKING,BRN023
ACC002509,5b6c1804-696e-4517-9504-d887f5da989e,2024-01-03,SAVINGS,BRN043
ACC002510,be8c54a3-6ffe-46a8-9243-c36f3f52a9ff,2022-12-26,SAVINGS,BRN038
ACC002511,38062c39-1063-40a5-acdf-873bb156d4d6,2024-04-15,CHECKING,BRN032
ACC002512,521e31b1-797c-429c-9273-f8329b05b0c1,2021-04-30,CREDIT_CARD,BRN032
ACC002513,d4456808-e0a3-4860-8997-e1c8f04c0d44,2020-08-23,SAVINGS,BRN045
ACC002514,cfd12771-4100-4128-8a0e-6eae5c6ce869,2022-11-24,CHECKING,BRN009
ACC002515,726713dc-4500-4ad5-9fd3-8b8df979642e,2023-06-13,SAVINGS,BRN049
ACC002516,46b21c9f-2bcd-4432-8e53-9657e2867fed,2024-01-14,CREDIT_CARD,BRN001
ACC002517,20e3470a-1560-4b8d-af22-8984d7aa2d0e,2020-09-01,CHECKING,BRN038
ACC002518,0f53219b-5e21-44e7-b825-1bf79ba53055,2021-01-03,SAVINGS,BRN014
ACC002519,931e7169-c62f-4d18-b0ec-5b11acd9fe96,2021-08-14,CHECKING,BRN005
ACC002520,f8aba776-7f79-4552-8861-17a1b36a728d,2022-10-20,SAVINGS,BRN031
ACC002521,7ee856b9-0281-42fa-a523-a5359640f885,2023-11-27,CHECKING,BRN007
ACC002522,c7a89731-68fe-4e85-b1e3-51dd7ea54f80,2023-06-17,SAVINGS,BRN030
ACC002523,ba7eb475-4b17-4645-beab-dcea2d59a645,2023-06-03,CHECKING,BRN036
ACC002524,59ccdf35-817d-4a16-bde9-05dec588b052,2023-11-10,SAVINGS,BRN012
ACC002525,726713dc-4500-4ad5-9fd3-8b8df979642e,2023-11-19,CREDIT_CARD,BRN021
ACC002526,0233a6a8-388f-4b25-be9b-3137eee5d37e,2024-02-17,CREDIT_CARD,BRN020
ACC002527,6f723d41-f0d8-4080-8678-68a2c16a7dca,2021-04-21,SAVINGS,BRN037
ACC002528,1deb49ad-9950-4442-9d82-0c73249fc1f5,2023-01-12,SAVINGS,BRN042
ACC002529,2b91d7be-b0ec-4460-9546-45a95e774565,2023-12-11,CHECKING,BRN049
ACC002530,d2693cd0-ac3a-4865-89ac-7e43bfd8618b,2023-09-24,SAVINGS,BRN029
ACC002531,d57433d4-bd6a-4335-949f-972061754187,2021-06-06,SAVINGS,BRN048
ACC002532,f4226a36-85ef-48ac-8037-a6619a02b444,2020-10-20,SAVINGS,BRN026
ACC002533,cc999fc9-1bf8-4815-8d72-20a88320f41e,2020-10-08,CHECKING,BRN049
ACC002534,a315e2f6-db13-496f-aa15-4f0ae64bb00f,2021-03-10,CHECKING,BRN041
ACC002535,1bee208b-0059-47f1-bee5-c31ce74933c3,2021-05-15,SAVINGS,BRN001
ACC002536,7a55d472-24b9-4198-a90c-5fc64f11b48d,2024-03-06,CHECKING,BRN019
ACC002537,f27e3895-dabe-4d5c-9c5c-480106341c72,2022-01-15,CHECKING,BRN009
ACC002538,b847baef-37d5-43c3-9118-3bf99dae38ee,2023-07-16,SAVINGS,BRN012
ACC002539,be23d4c7-c3a3-4f01-8960-12a1c7b8baf2,2021-10-28,SAVINGS,BRN023
ACC002540,6f842849-8c9d-418b-bbd1-8015c8e7dc66,2021-05-09,CREDIT_CARD,BRN031
ACC002541,467a4656-7461-4541-9c5e-e7ed8e515867,2022-07-27,CHECKING,BRN021
ACC002542,5d07f606-2f75-49ef-ae6e-6387bdbbfcf5,2024-01-29,SAVINGS,BRN043
ACC002543,a91de289-9e2f-439e-9921-c62c98c61c2e,2022-03-14,SAVINGS,BRN027
ACC002544,29bdc7a5-72fd-49e0-9f4b-801d4b72f1eb,2022-09-20,CHECKING,BRN040
ACC002545,ed4b93ee-afdf-4358-be5b-59593d70a435,2021-08-21,CHECKING,BRN016
ACC002546,0f92eacd-8edc-47fb-8eb7-4d1e5e95a258,2023-07-22,CHECKING,BRN045
ACC002547,fa5b5396-211c-4971-9b37-96a2834fb627,2022-04-19,CHECKING,BRN029
ACC002548,756439e8-6019-428f-a422-58a4cf1a64c9,2023-11-19,CREDIT_CARD,BRN037
ACC002549,a9269546-b00a-4bf9-94c5-b3d4fe47b2b6,2020-07-23,CHECKING,BRN009
ACC002550,87fabbce-0dc0-4e37-a0af-1d7d71dc573d,2021-12-24,CHECKING,BRN014
ACC002551,46e9c026-762b-4b3a-abb6-ada4ee5d3650,2021-09-22,CREDIT_CARD,BRN027
ACC002552,94efc716-4853-4e1c-ad3f-938ca3f97391,2021-08-01,CHECKING,BRN036
ACC002553,c8881ef2-679c-44dd-99e2-f058d7d72161,2021-06-09,SAVINGS,BRN014
ACC002554,03c92efb-4f22-43da-a37d-c8ca4d7542c7,2020-09-29,CHECKING,BRN008
ACC002555,39a21182-d25d-422b-814c-95a3c50826ea,2020-07-07,CREDIT_CARD,BRN035
ACC002556,ea691444-5912-4ab9-9a1a-321442b87356,2022-10-01,CREDIT_CARD,BRN032
ACC002557,9b37d5e8-18a9-4e30-a69f-54c8314ab270,2022-12-17,SAVINGS,BRN012
ACC002558,add340be-ed72-4da6-b97a-2db63c22c0cf,2022-12-18,CHECKING,BRN032
ACC002559,53d37dc5-96ec-4cb5-be56-0a5f7e278445,2023-02-12,CHECKING,BRN013
ACC002560,3d3af007-fcb6-47e9-8755-b3c3744080ac,2022-08-10,SAVINGS,BRN046
ACC002561,1128f5f7-08d2-48cd-9fc4-be2df0e85b08,2022-10-09,SAVINGS,BRN041
ACC002562,a33d5264-e6e0-4b4a-9e77-55c7a8f9e26a,2023-02-28,CREDIT_CARD,BRN018
ACC002563,bf6e94b4-4108-4a2c-9f7c-02fde6d1173e,2021-09-18,SAVINGS,BRN012
ACC002564,e8747947-0325-41f3-8614-4312893aee65,2022-02-12,CHECKING,BRN011
ACC002565,4c92791c-a4ab-4ddf-9618-08ee8ae31ca8,2022-05-16,CHECKING,BRN005
ACC002566,f9bda079-cc59-4d6c-8e47-b30ecfe6c77b,2023-04-27,SAVINGS,BRN024
ACC002567,7b68bff3-0e56-4a2d-9164-b34b3c0a1f28,2021-03-18,CREDIT_CARD,BRN043
ACC002568,6c434ae4-762f-48f9-92c0-ee7131595b0a,2020-09-14,CREDIT_CARD,BRN002
ACC002569,10a78ffc-7349-4f5d-b235-4011530441b1,2022-03-11,CREDIT_CARD,BRN048
ACC002570,0062d151-b8ca-4c9e-bbb2-771bb11c422d,2023-10-10,CHECKING,BRN043
ACC002571,fcf10798-b9e4-45f0-8e27-1642dcce5c71,2024-01-01,SAVINGS,BRN026
ACC002572,a40fb71d-e499-4346-af7e-2dc8b19f4a85,2021-11-05,CREDIT_CARD,BRN017
ACC002573,dd4d4860-f05e-4c37-844d-c75e4bfcbffb,2023-12-04,SAVINGS,BRN005
ACC002574,51ba6417-ee66-47a0-ab1e-d2b43f98255a,2023-03-01,SAVINGS,BRN048
ACC002575,7e8e2d83-3da0-4070-bc2d-2b5ac11acdc0,2022-02-02,CHECKING,BRN036
ACC002576,22b88989-3f02-4ab0-a863-c8d9079063f3,2021-03-17,CREDIT_CARD,BRN033
ACC002577,9d337ef7-979a-4c33-b68e-d7ca9ff611ed,2022-07-04,CHECKING,BRN040
ACC002578,ad051167-28e6-4598-9320-82241baff2df,2022-03-17,CHECKING,BRN044
ACC002579,dae0ac85-1156-4e7e-9b65-ac2f9601ec99,2022-09-30,CHECKING,BRN026
ACC002580,86a47b83-8eee-4368-9678-e36fab327843,2022-07-05,CHECKING,BRN013
ACC002581,0d9081d2-1e1e-4735-901b-94abf49d7634,2021-03-07,CREDIT_CARD,BRN009
ACC002582,c4837dd4-348c-460a-9ab9-cc8ff704e011,2020-12-27,CREDIT_CARD,BRN023
ACC002583,ece1fa80-d087-411e-83c0-be48bab3b88e,2021-02-14,SAVINGS,BRN011
ACC002584,faabb751-f786-4bc8-98aa-1da2bece782c,2022-03-29,CREDIT_CARD,BRN001
ACC002585,5c390b64-b081-46e0-add5-0c8c78a61956,2022-04-30,CHECKING,BRN028
ACC002586,e564dd79-cd12-4e2b-a832-a30e56d164ef,2022-03-09,SAVINGS,BRN017
ACC002587,9be7f8a4-f758-4a3c-a6f2-8c412adce256,2021-06-01,SAVINGS,BRN030
ACC002588,33b7eafb-0a3e-47a7-8652-9768a3d2b2bd,2024-05-29,CREDIT_CARD,BRN045
ACC002589,8c56fd54-815a-4a6d-b82d-7b14a06a551c,2022-07-27,CREDIT_CARD,BRN033
ACC002590,7da2a0cf-8243-4b7e-867c-a2a39ae85c98,2022-03-11,CHECKING,BRN045
ACC002591,7773501d-e310-4ad0-bf4a-491b06bdfb85,2021-08-18,CHECKING,BRN021
ACC002592,0cc822b1-8cb1-4cef-a87f-d055120e4ba5,2022-05-31,CHECKING,BRN006
ACC002593,67b651b6-9a40-43c9-a2be-b3e1aa131c56,2023-08-15,SAVINGS,BRN045
ACC002594,42c6a3c4-3e95-4ed3-b7b4-965c2178a473,2022-02-05,SAVINGS,BRN033
ACC002595,e6cbc221-b0b0-4320-ba2b-fa52c7cd28d9,2021-10-31,CREDIT_CARD,BRN047
ACC002596,e019603d-4c9d-4f36-b794-5e825cdf2df3,2021-01-23,CREDIT_CARD,BRN027
ACC002597,7ae2df14-c38f-44bf-80c7-e2b4aa4b4240,2021-11-20,CREDIT_CARD,BRN014
ACC002598,dffd5bb3-f342-4e7a-a5f7-4c8e8d90d65f,2020-08-16,SAVINGS,BRN026
ACC002599,e9534ce6-adaf-4af6-a9ff-339619f4e592,2022-08-19,CHECKING,BRN030
ACC002600,93c78674-5d71-4070-ae28-de899aca959d,2022-02-01,CREDIT_CARD,BRN011
ACC002601,6651ea41-d2d3-4f22-94ec-926acfadb55e,2022-01-29,CREDIT_CARD,BRN022
ACC002602,6e264299-ab48-40b7-a265-d37912d59e66,2024-05-09,CHECKING,BRN013
ACC002603,e8bfda31-717c-4150-9712-c2f5194c08b6,2023-09-24,CHECKING,BRN048
ACC002604,f4a026f6-f2b3-432b-b892-d2ac8f26eb9b,2022-06-10,SAVINGS,BRN026
ACC002605,4f1bacc9-1f8a-41bc-86f2-ea4a16c8cd1d,2023-09-07,CREDIT_CARD,BRN016
ACC002606,26ecdb66-ce0b-4e43-a056-9c0d427b8700,2022-04-21,CHECKING,BRN047
ACC002607,4e5d4e10-df0c-4885-ae7f-5f76bf4b7a19,2020-09-16,CHECKING,BRN002
ACC002608,962c7998-36b7-4e8d-ba19-99ccb54f6860,2021-05-18,SAVINGS,BRN034
ACC002609,876cea06-db6c-4abd-8751-c2eeb897114e,2023-04-11,CREDIT_CARD,BRN047
ACC002610,26241295-6d48-4509-8f8e-809995b03482,2022-02-02,SAVINGS,BRN037
ACC002611,d6fea7d3-cbbf-4ceb-bc8f-35727aaa4d98,2023-05-04,CHECKING,BRN034
ACC002612,3b764ac2-51ec-40c0-9d00-0fefc1e619bf,2023-06-23,SAVINGS,BRN021
ACC002613,4932fd3a-a96b-4b7e-aeb0-a9dcb671e4a7,2020-10-28,CHECKING,BRN029
ACC002614,6ad9db9d-b89e-4d44-b61a-54ae42b3ec96,2021-04-07,SAVINGS,BRN023
ACC002615,f5dea82f-92d1-4431-baac-b10d6d471d1d,2022-06-12,CHECKING,BRN048
ACC002616,861f7911-03a0-4901-a64d-566d7978e234,2022-03-10,CREDIT_CARD,BRN048
ACC002617,6c3c2332-2467-4940-ad99-c02f3e00da3f,2020-09-07,SAVINGS,BRN010
ACC002618,73388fbd-eef9-4f3a-9cff-0208e83609b8,2023-08-23,CHECKING,BRN033
ACC002619,9b7a9546-7d39-4385-8917-fb80ed0e11f8,2022-05-06,CHECKING,BRN013
ACC002620,33bfba38-6f52-44f1-8e46-afdc5eac8b15,2020-08-08,CREDIT_CARD,BRN045
ACC002621,91ded2fc-08e9-4b41-a4b5-60eb15790329,2020-09-15,CHECKING,BRN042
